,Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
170,8,4,3,0.12720848056537107,11.18267988243989,0,1,0.4166333499610339,2,0,8,1,2
171,7,3,2,0.7137809187279153,10.525211768465944,0,1,0.14033919308945292,2,5,0,0,2
172,10,3,1,0.5335689045936397,9.70890230312988,0,0,0.037693609068564726,0,3,0,0,1
173,16,3,1,0.46289752650176685,10.167923515707006,0,0,0.037693609068564726,1,3,0,1,2
174,7,3,3,0.6395759717314489,10.803190260734986,0,0,0.14033919308945292,2,0,8,2,2
175,4,3,3,0.568904593639576,10.104611236292678,0,0,0.037693609068564726,1,4,0,1,2
176,0,3,1,0.4982332155477033,10.082583913974387,0,0,0.037693609068564726,1,0,5,1,2
177,11,1,7,0.4770318021201414,11.912578515747589,0,0,0.11127088673734775,3,4,9,2,2
178,10,3,3,0.42756183745583043,10.676292135779944,0,0,0.19332617576391958,2,4,5,0,2
179,7,0,3,0.2120141342756184,11.288114524334732,1,1,0.9190439521815263,2,0,8,1,2
180,4,3,5,0.4699646643109542,10.931153634628432,0,0,0.19332617576391958,3,5,8,0,1
181,4,4,3,0.1908127208480566,11.219074000897615,0,0,0.28657482859970135,2,0,8,1,2
182,10,0,5,0.2508833922261484,11.49796125761926,1,1,0.8644423012248221,3,0,9,1,2
183,16,3,3,0.46289752650176685,10.651384247866982,0,0,0.037693609068564726,2,0,5,1,2
184,18,3,3,0.44522968197879864,11.064804181259648,0,1,0.19332617576391958,2,0,8,2,1
185,4,3,5,0.7349823321554771,11.320925866649002,1,0,0.14033919308945292,3,0,9,2,2
186,4,3,5,0.48409893992932873,11.757534260666516,1,0,0.7325466465099628,3,0,9,2,2
187,10,1,3,0.6042402826855124,10.633572072102885,0,1,0.19332617576391958,2,0,8,2,1
188,0,4,3,0.15194346289752655,10.872255357854844,0,1,0.28657482859970135,2,0,8,1,2
189,4,3,3,0.7455830388692579,10.964896292206694,0,0,0.14033919308945292,3,4,5,0,2
190,10,0,5,0.25795053003533575,11.921470624845266,1,0,0.45523326155485483,3,0,11,1,2
191,17,3,1,0.21554770318021207,9.536242657247662,0,1,0.2549513724206101,4,0,0,1,2
192,18,4,3,0.21554770318021207,10.883216300213936,0,1,0.28657482859970135,2,0,8,2,1
193,10,3,3,0.7455830388692579,10.523780128994506,0,0,0.05930027841085672,2,0,8,2,1
194,4,0,3,0.3286219081272086,10.70777173269934,1,1,0.28657482859970135,3,4,0,1,2
195,7,3,3,0.6395759717314489,10.793391597686284,0,1,0.14033919308945292,2,4,0,2,2
196,14,1,7,0.9893992932862192,12.69144112852859,1,0,0.6265726811610295,3,0,11,2,2
197,7,3,3,0.2826855123674912,10.841452101115571,0,0,0.28657482859970135,2,0,9,1,2
198,7,1,5,0.9399293286219081,11.204674904025437,0,1,0.14033919308945292,3,4,8,2,2
199,7,3,3,0.6395759717314489,10.927333190631044,0,0,0.14033919308945292,3,0,8,2,2
200,4,1,5,0.6925795053003534,11.495795582706762,0,1,0.7325466465099628,3,4,9,2,2
201,10,3,1,0.4982332155477033,10.176070200274824,0,0,0.037693609068564726,2,0,5,1,2
202,0,3,3,0.5441696113074206,10.584910269399517,0,0,0.19332617576391958,3,4,0,2,2
203,10,1,5,0.8869257950530036,11.442360501250736,0,1,0.19332617576391958,3,4,9,2,2
204,4,5,5,0.7455830388692579,12.000095897837827,0,0,0.7325466465099628,4,4,8,2,2
205,10,1,5,0.6042402826855124,11.21835894902589,0,0,0.19332617576391958,3,0,9,2,1
206,4,3,2,0.568904593639576,10.060060439307303,1,0,0.037693609068564726,1,4,0,1,2
207,4,4,3,0.18374558303886926,11.550632725739694,1,1,0.9190439521815263,3,0,8,1,2
208,4,4,3,0.18021201413427565,11.254189968552817,0,0,0.28657482859970135,3,0,8,1,2
209,10,3,3,0.5335689045936397,10.367478139624737,0,0,0.037693609068564726,2,0,8,1,2
210,0,3,3,0.6042402826855124,10.633572072102885,0,0,0.19332617576391958,3,4,0,2,1
211,2,1,5,0.7809187279151943,11.224776083346525,0,0,0.14033919308945292,3,4,8,2,2
212,7,3,1,0.4982332155477033,9.83063294843456,0,0,0.19332617576391958,1,3,0,1,1
213,10,3,3,0.5335689045936397,10.283659467741664,0,0,0.19332617576391958,2,0,8,1,1
214,8,4,3,0.12720848056537107,11.288114524334732,0,1,0.4166333499610339,3,0,9,1,2
215,4,4,3,0.2508833922261484,10.812765077263236,0,1,0.28657482859970135,3,0,8,0,2
216,10,3,3,0.7455830388692579,10.35398720988372,0,0,0.05930027841085672,2,4,0,2,1
217,7,3,3,0.33215547703180215,10.913845510249091,0,0,0.2549513724206101,3,0,8,2,2
218,4,4,3,0.32155477031802127,11.02220830408089,0,0,0.2549513724206101,2,0,8,1,2
219,4,0,5,0.3286219081272086,11.129394827810977,1,0,0.28657482859970135,3,0,9,1,2
220,4,3,3,0.5335689045936397,10.49374915225888,0,0,0.19332617576391958,2,0,8,0,1
221,10,0,3,0.37102473498233224,10.776844060703754,0,1,0.2549513724206101,2,0,8,1,2
222,16,4,3,0.18021201413427565,11.193004457928666,0,0,0.28657482859970135,3,0,8,1,2
223,7,3,3,0.4982332155477033,10.65264448747927,0,0,0.19332617576391958,2,4,0,1,2
224,4,1,5,0.4770318021201414,11.781988742399806,0,1,0.14033919308945292,3,4,8,2,2
225,0,3,3,0.5335689045936397,10.699393467053342,0,0,0.19332617576391958,3,0,8,2,2
226,4,3,5,0.568904593639576,10.731341589592168,1,0,0.19332617576391958,3,4,0,0,2
227,2,3,3,0.46289752650176685,10.620651995737775,0,0,0.19332617576391958,2,0,8,2,2
228,2,3,3,0.7067137809187279,10.767905453702944,0,0,0.14033919308945292,2,3,8,2,2
229,7,3,3,0.42756183745583043,11.12154549394652,0,0,0.19332617576391958,3,4,0,0,2
230,2,3,1,0.5936395759717316,9.964497380151284,0,0,0.037693609068564726,1,4,0,1,2
231,7,3,1,0.4982332155477033,9.77465368069266,0,0,0.037693609068564726,0,3,0,0,2
232,10,1,5,0.8869257950530036,11.288114524334732,0,1,0.19332617576391958,3,4,8,2,2
233,4,3,3,0.32155477031802127,10.73132994821639,0,0,0.2549513724206101,2,0,8,1,2
234,0,0,3,0.32155477031802127,10.510802297245792,1,1,0.28657482859970135,2,0,8,1,2
235,4,3,5,0.5901060070671379,10.776844060703754,0,0,0.19332617576391958,3,0,8,0,1
236,0,3,1,0.4982332155477033,9.941707765355826,0,0,0.037693609068564726,1,4,0,1,1
237,2,3,1,0.5335689045936397,10.329931067029484,0,0,0.19332617576391958,0,4,5,0,2
238,2,1,7,0.4770318021201414,12.241725462844624,0,0,0.14033919308945292,3,4,9,2,2
239,0,1,3,0.6395759717314489,10.716080385838357,0,1,0.19332617576391958,2,0,8,2,2
240,10,3,3,0.5335689045936397,10.35398720988372,0,0,0.037693609068564726,1,0,5,1,2
241,2,3,3,0.4982332155477033,11.018720942220474,0,0,0.14033919308945292,3,4,5,2,2
242,2,3,3,0.7067137809187279,10.765658261746038,0,0,0.14033919308945292,3,4,5,2,1
243,4,1,3,0.6607773851590107,10.754345923917311,0,0,0.19332617576391958,2,0,8,2,2
244,10,0,3,0.24381625441696111,10.959350991490268,1,1,0.25927400312134924,3,0,8,1,2
245,4,3,3,0.5335689045936397,10.868202667404224,0,0,0.19332617576391958,3,5,5,0,2
246,7,3,3,0.4770318021201414,10.301710499387234,1,0,0.037693609068564726,2,4,0,1,2
247,2,1,5,0.4770318021201414,11.981595204981144,0,0,0.14033919308945292,3,0,8,2,2
248,7,3,1,0.2826855123674912,10.490273717104664,0,1,0.28657482859970135,2,3,0,1,2
249,1,4,3,0.24028268551236756,11.596266113070396,0,1,0.520844256257895,2,0,9,1,0
250,4,0,3,0.49116607773851595,10.683645110085203,1,1,0.19332617576391958,3,4,0,1,2
251,2,1,5,0.4770318021201414,11.470547260182666,0,0,0.14033919308945292,3,4,8,2,2
252,2,3,1,0.34982332155477036,10.126163794678414,0,0,0.037693609068564726,0,4,0,0,2
253,10,0,3,0.24028268551236756,11.49796125761926,1,1,0.25927400312134924,3,0,9,1,2
254,0,3,1,0.8162544169611308,10.529494430257945,0,1,0.14033919308945292,1,0,8,2,2
255,4,4,3,0.2544169611307421,10.83096982484206,0,0,0.28657482859970135,2,0,8,1,2
256,7,3,3,0.4310954063604241,10.075655737865564,0,0,0.037693609068564726,0,0,5,0,2
257,7,3,5,0.7809187279151943,10.94064137183354,0,1,0.14033919308945292,3,4,0,2,2
258,11,1,5,0.4770318021201414,11.799206957067089,0,0,0.14033919308945292,3,4,9,2,2
259,10,0,3,0.46289752650176685,11.413356147904066,1,1,0.19332617576391958,3,0,9,2,2
260,4,3,3,0.7455830388692579,11.016097416448089,0,0,0.14033919308945292,3,4,5,0,2
261,10,3,1,0.5335689045936397,10.07138558866436,0,0,0.19332617576391958,1,0,8,1,1
262,7,3,1,0.4982332155477033,10.55758616512496,0,1,0.19332617576391958,2,3,0,1,2
263,4,3,1,0.5265017667844524,10.463245044716745,0,0,0.19332617576391958,2,4,0,1,2
264,4,3,3,0.5477031802120143,10.312386757378574,0,0,0.19332617576391958,2,4,0,0,2
265,4,0,3,0.6996466431095407,10.658921971998408,1,0,0.19332617576391958,2,0,8,1,2
266,2,0,3,0.14487632508833928,11.288114524334732,1,0,0.28657482859970135,3,0,12,1,2
267,10,3,1,0.5335689045936397,10.121890283901031,0,0,0.19332617576391958,2,4,0,1,1
268,7,3,3,0.6395759717314489,10.901156223342602,0,0,0.14033919308945292,3,4,0,2,2
269,10,3,3,0.48056537102473496,10.755482933704386,0,0,0.19332617576391958,3,0,8,1,2
270,1,4,3,0.24028268551236756,11.555699396421488,0,1,0.520844256257895,2,0,9,1,0
271,2,1,5,0.8869257950530036,11.320925866649002,0,0,0.14033919308945292,0,4,8,0,2
272,4,3,3,0.5123674911660778,10.57552675900535,0,0,0.19332617576391958,3,0,8,0,1
273,10,0,5,0.2367491166077739,11.799206957067089,1,0,0.45523326155485483,3,0,9,1,2
274,16,3,3,0.5335689045936397,10.675061366393813,0,0,0.037693609068564726,3,3,0,2,2
275,4,3,4,0.568904593639576,10.545140618545505,0,0,0.037693609068564726,3,4,0,1,2
276,4,3,3,0.7455830388692579,10.977716980635757,0,0,0.14033919308945292,3,4,5,0,1
277,0,3,3,0.5335689045936397,10.588945244611692,0,1,0.19332617576391958,3,4,0,2,2
278,10,3,1,0.7455830388692579,10.167923515707006,0,0,0.05930027841085672,1,4,0,1,2
279,10,3,3,0.7455830388692579,10.71962021254348,0,0,0.14033919308945292,3,5,0,2,1
280,10,3,2,0.7455830388692579,10.73132994821639,0,0,0.05930027841085672,3,4,5,2,2
281,4,3,1,0.5512367491166078,10.034684221813931,0,0,0.19332617576391958,1,4,0,0,1
282,10,1,3,0.6395759717314489,10.695781181367428,0,1,0.19332617576391958,2,0,8,2,2
283,10,3,2,0.5335689045936397,10.336863503805128,0,0,0.19332617576391958,2,0,8,1,2
284,0,3,3,0.8162544169611308,10.833075088777523,0,1,0.19332617576391958,3,0,8,2,2
